source,source_path,target,target_path,raw_score,adjusted_score
Action Songs For Kids With Lyrics | Seeds Kids Worship,/songs\action-songs-for-kids-with-lyrics/,Action Songs For Kids Malayalam | Seeds Kids Worship,/songs\action-songs-for-kids-malayalam/,0.4041,0.4541
Action Songs For Kids With Lyrics | Seeds Kids Worship,/songs\action-songs-for-kids-with-lyrics/,What Are Action Songs For Kids? | Seeds Kids Worship,/songs\what-are-action-songs-for-kids/,0.4009,0.4509
Action Songs For Kids With Lyrics | Seeds Kids Worship,/songs\action-songs-for-kids-with-lyrics/,Action Songs For Kids Playlist | Seeds Kids Worship,/songs\action-songs-for-kids-playlist/,0.3966,0.4466
Action Songs For Kids With Motions | Seeds Kids Worship,/songs\action-songs-for-kids-with-motions/,Action Songs For Kids Playlist | Seeds Kids Worship,/songs\action-songs-for-kids-playlist/,0.4726,0.5226
Action Songs For Kids With Motions | Seeds Kids Worship,/songs\action-songs-for-kids-with-motions/,Action Songs For Kids Malayalam | Seeds Kids Worship,/songs\action-songs-for-kids-malayalam/,0.4694,0.5194
Action Songs For Kids With Motions | Seeds Kids Worship,/songs\action-songs-for-kids-with-motions/,Best Action Songs For Kids | Seeds Kids Worship,/songs\best-action-songs-for-kids/,0.4585,0.5085
Action Songs For Kids With Motions | Seeds Kids Worship,/songs\action-songs-for-kids-with-motions/,Action Songs For Kids App | Seeds Kids Worship,/songs\action-songs-for-kids-app/,0.4313,0.4813
Action Songs For Kids With Motions | Seeds Kids Worship,/songs\action-songs-for-kids-with-motions/,Action Songs For Kids Super Simple | Seeds Kids Worship,/songs\action-songs-for-kids-super-simple/,0.4263,0.4763
Action Songs For Kids Youtube | Seeds Kids Worship,/songs\action-songs-for-kids-youtube/,Action Songs For Kids App | Seeds Kids Worship,/songs\action-songs-for-kids-app/,0.5258,0.5758
Action Songs For Kids Youtube | Seeds Kids Worship,/songs\action-songs-for-kids-youtube/,Action Songs For Kids English | Seeds Kids Worship,/songs\action-songs-for-kids-english/,0.5114,0.5614
Action Songs For Kids Youtube | Seeds Kids Worship,/songs\action-songs-for-kids-youtube/,Action Songs For Kids Videos | Seeds Kids Worship,/songs\action-songs-for-kids-videos/,0.4849,0.5349
Action Songs For Kids Youtube | Seeds Kids Worship,/songs\action-songs-for-kids-youtube/,Action Songs For Kids For Children | Seeds Kids Worship,/songs\action-songs-for-kids-for-children/,0.4844,0.5344
Action Songs For Kids Youtube | Seeds Kids Worship,/songs\action-songs-for-kids-youtube/,Action Songs For Kids With Actions | Seeds Kids Worship,/songs\action-songs-for-kids-with-actions/,0.4569,0.5069
Action Songs For Nursery School | Seeds Kids Worship,/songs\action-songs-for-nursery-school/,Action Songs For Kids English | Seeds Kids Worship,/songs\action-songs-for-kids-english/,0.4131,0.4631
Action Songs For Nursery School | Seeds Kids Worship,/songs\action-songs-for-nursery-school/,Action Songs For Kids For Church | Seeds Kids Worship,/songs\action-songs-for-kids-for-church/,0.3994,0.4494
Action Songs For Nursery School | Seeds Kids Worship,/songs\action-songs-for-nursery-school/,Action Songs For Kids Playlist | Seeds Kids Worship,/songs\action-songs-for-kids-playlist/,0.3698,0.4198
Action Songs For Nursery School | Seeds Kids Worship,/songs\action-songs-for-nursery-school/,Best Action Songs For Kids | Seeds Kids Worship,/songs\best-action-songs-for-kids/,0.365,0.415
Action Songs For Nursery School | Seeds Kids Worship,/songs\action-songs-for-nursery-school/,Action Songs For Kids In Hindi | Seeds Kids Worship,/songs\action-songs-for-kids-in-hindi/,0.3644,0.4144
Action Songs For Primary School | Seeds Kids Worship,/songs\action-songs-for-primary-school/,Modern Songs For Primary School Choir | Seeds Kids Worship,/songs\modern-songs-for-primary-school-choir/,0.376,0.426
Action Songs For Primary School | Seeds Kids Worship,/songs\action-songs-for-primary-school/,Action Songs For Kids Playlist | Seeds Kids Worship,/songs\action-songs-for-kids-playlist/,0.356,0.406
Action Songs For Primary School | Seeds Kids Worship,/songs\action-songs-for-primary-school/,Action Songs For Kids Pdf | Seeds Kids Worship,/songs\action-songs-for-kids-pdf/,0.3429,0.3929
Action Songs For Primary School | Seeds Kids Worship,/songs\action-songs-for-primary-school/,Christian Action Songs For Adults | Seeds Kids Worship,/songs\christian-action-songs-for-adults/,0.3151,0.3651
Action Songs For Primary School | Seeds Kids Worship,/songs\action-songs-for-primary-school/,Action Songs For Kids Super Simple | Seeds Kids Worship,/songs\action-songs-for-kids-super-simple/,0.3112,0.3612
Adventist Kids Hymns | Seeds Kids Worship,/songs\adventist-kids-hymns/,Getty Kids Hymns | Seeds Kids Worship,/songs\getty-kids-hymns/,0.3667,0.4167
Adventist Kids Hymns | Seeds Kids Worship,/songs\adventist-kids-hymns/,Kids Hymns Youtube | Seeds Kids Worship,/songs\kids-hymns-youtube/,0.3338,0.3838
Adventist Kids Hymns | Seeds Kids Worship,/songs\adventist-kids-hymns/,Kids Hymns For Home | Seeds Kids Worship,/songs\kids-hymns-for-home/,0.333,0.383
Adventist Kids Hymns | Seeds Kids Worship,/songs\adventist-kids-hymns/,Kids Hymns Playlist | Seeds Kids Worship,/songs\kids-hymns-playlist/,0.3089,0.3589
Adventist Kids Hymns | Seeds Kids Worship,/songs\adventist-kids-hymns/,Cedarmont Kids Hymns | Seeds Kids Worship,/songs\cedarmont-kids-hymns/,0.3051,0.3551
B-I-B-L-E Song Lyrics | Seeds Kids Worship,/songs\b-i-b-l-e-song-lyrics/,Bible Songs For Kids For Children | Seeds Kids Worship,/songs\bible-songs-for-kids-for-children/,0.3174,0.3674
B-I-B-L-E Song Lyrics | Seeds Kids Worship,/songs\b-i-b-l-e-song-lyrics/,Kids Worship Music For Children | Seeds Kids Worship,/songs\kids-worship-music-for-children/,0.2996,0.3496
B-I-B-L-E Song Lyrics | Seeds Kids Worship,/songs\b-i-b-l-e-song-lyrics/,Fun Kids Praise Songs | Seeds Kids Worship,/songs\fun-kids-praise-songs/,0.2928,0.3428
B-I-B-L-E Song Lyrics | Seeds Kids Worship,/songs\b-i-b-l-e-song-lyrics/,Songs For Children'S Ministry | Seeds Kids Worship,/songs\songs-for-children-s-ministry/,0.2893,0.3393
B-I-B-L-E Song Lyrics | Seeds Kids Worship,/songs\b-i-b-l-e-song-lyrics/,Children'S Praise And Worship Songs Free | Seeds Kids Worship,/songs\children-s-praise-and-worship-songs-free/,0.2877,0.3377
Best Action Songs For Kids | Seeds Kids Worship,/songs\best-action-songs-for-kids/,Action Songs For Kids Playlist | Seeds Kids Worship,/songs\action-songs-for-kids-playlist/,0.4928,0.5428
Best Action Songs For Kids | Seeds Kids Worship,/songs\best-action-songs-for-kids/,Action Songs For Kids Tagalog | Seeds Kids Worship,/songs\action-songs-for-kids-tagalog/,0.4726,0.5226
Best Action Songs For Kids | Seeds Kids Worship,/songs\best-action-songs-for-kids/,What Are Action Songs For Kids? | Seeds Kids Worship,/songs\what-are-action-songs-for-kids/,0.4598,0.5098
Best Action Songs For Kids | Seeds Kids Worship,/songs\best-action-songs-for-kids/,Action Songs For Kids With Motions | Seeds Kids Worship,/songs\action-songs-for-kids-with-motions/,0.4585,0.5085
Best Action Songs For Kids | Seeds Kids Worship,/songs\best-action-songs-for-kids/,Action Songs For Kids For Home | Seeds Kids Worship,/songs\action-songs-for-kids-for-home/,0.4572,0.5072
Best Bible Songs For Preschoolers | Seeds Kids Worship,/songs\best-bible-songs-for-preschoolers/,Bible Songs For Preschoolers For Kids | Seeds Kids Worship,/songs\bible-songs-for-preschoolers-for-kids/,0.4169,0.4669
Best Bible Songs For Preschoolers | Seeds Kids Worship,/songs\best-bible-songs-for-preschoolers/,Bible Songs For Preschoolers For Children | Seeds Kids Worship,/songs\bible-songs-for-preschoolers-for-children/,0.3822,0.4322
Best Bible Songs For Preschoolers | Seeds Kids Worship,/songs\best-bible-songs-for-preschoolers/,Kids Spiritual Songs For Preschoolers | Seeds Kids Worship,/songs\kids-spiritual-songs-for-preschoolers/,0.3819,0.4319
Best Bible Songs For Preschoolers | Seeds Kids Worship,/songs\best-bible-songs-for-preschoolers/,Bible Songs For Preschoolers Cd | Seeds Kids Worship,/songs\bible-songs-for-preschoolers-cd/,0.3818,0.4318
Best Bible Songs For Preschoolers | Seeds Kids Worship,/songs\best-bible-songs-for-preschoolers/,Easy Bible Songs For Preschoolers | Seeds Kids Worship,/songs\easy-bible-songs-for-preschoolers/,0.3569,0.4069
Best Children'S Ministry Music | Seeds Kids Worship,/songs\best-children-s-ministry-music/,Children'S Ministry Music For Children | Seeds Kids Worship,/songs\children-s-ministry-music-for-children/,0.4206,0.4706
Best Children'S Ministry Music | Seeds Kids Worship,/songs\best-children-s-ministry-music/,Children'S Ministry Music Cd | Seeds Kids Worship,/songs\children-s-ministry-music-cd/,0.3367,0.3867
Best Children'S Ministry Music | Seeds Kids Worship,/songs\best-children-s-ministry-music/,What Is The Best Children'S Choir? | Seeds Kids Worship,/songs\what-is-the-best-children-s-choir/,0.3331,0.3831
Best Children'S Ministry Music | Seeds Kids Worship,/songs\best-children-s-ministry-music/,Children'S Ministry Music For Worship | Seeds Kids Worship,/songs\children-s-ministry-music-for-worship/,0.3253,0.3753
Best Children'S Ministry Music | Seeds Kids Worship,/songs\best-children-s-ministry-music/,Simple Children'S Ministry Music | Seeds Kids Worship,/songs\simple-children-s-ministry-music/,0.3208,0.3708
Best Christian Kids Playlist | Seeds Kids Worship,/songs\best-christian-kids-playlist/,Christian Kids Playlist App | Seeds Kids Worship,/songs\christian-kids-playlist-app/,0.4394,0.4894
Best Christian Kids Playlist | Seeds Kids Worship,/songs\best-christian-kids-playlist/,Christian Kids Playlist Playlist | Seeds Kids Worship,/songs\christian-kids-playlist-playlist/,0.4309,0.4809
Best Christian Kids Playlist | Seeds Kids Worship,/songs\best-christian-kids-playlist/,Christian Kids Playlist Cd | Seeds Kids Worship,/songs\christian-kids-playlist-cd/,0.4154,0.4654
Best Christian Kids Playlist | Seeds Kids Worship,/songs\best-christian-kids-playlist/,Easy Christian Kids Playlist | Seeds Kids Worship,/songs\easy-christian-kids-playlist/,0.4086,0.4586
Best Christian Kids Playlist | Seeds Kids Worship,/songs\best-christian-kids-playlist/,What Is The Best Christian Song For Kids? | Seeds Kids Worship,/songs\what-is-the-best-christian-song-for-kids/,0.4085,0.4585
Best Christian Lullabies For Kids | Seeds Kids Worship,/songs\best-christian-lullabies-for-kids/,Christian Lullabies For Kids For Kids | Seeds Kids Worship,/songs\christian-lullabies-for-kids-for-kids/,0.572,0.622
Best Christian Lullabies For Kids | Seeds Kids Worship,/songs\best-christian-lullabies-for-kids/,Christian Lullabies For Kids For Worship | Seeds Kids Worship,/songs\christian-lullabies-for-kids-for-worship/,0.5716,0.6216
Best Christian Lullabies For Kids | Seeds Kids Worship,/songs\best-christian-lullabies-for-kids/,Christian Lullabies For Kids With Lyrics | Seeds Kids Worship,/songs\christian-lullabies-for-kids-with-lyrics/,0.567,0.617
Best Christian Lullabies For Kids | Seeds Kids Worship,/songs\best-christian-lullabies-for-kids/,Christian Lullabies For Kids Lyrics | Seeds Kids Worship,/songs\christian-lullabies-for-kids-lyrics/,0.5642,0.6142
Best Christian Lullabies For Kids | Seeds Kids Worship,/songs\best-christian-lullabies-for-kids/,Praise Christian Lullabies For Kids | Seeds Kids Worship,/songs\praise-christian-lullabies-for-kids/,0.55,0.6
Best Christian Lullabies | Seeds Kids Worship,/songs\best-christian-lullabies/,Christian Lullabies For Adults | Seeds Kids Worship,/songs\christian-lullabies-for-adults/,0.6065,0.6565
Best Christian Lullabies | Seeds Kids Worship,/songs\best-christian-lullabies/,Christian Lullabies Lyrics | Seeds Kids Worship,/songs\christian-lullabies-lyrics/,0.6021,0.6521
Best Christian Lullabies | Seeds Kids Worship,/songs\best-christian-lullabies/,Praise Christian Lullabies For Kids | Seeds Kids Worship,/songs\praise-christian-lullabies-for-kids/,0.5939,0.6439
Best Christian Lullabies | Seeds Kids Worship,/songs\best-christian-lullabies/,Christian Lullabies For Kids Lyrics | Seeds Kids Worship,/songs\christian-lullabies-for-kids-lyrics/,0.5919,0.6419
Best Christian Lullabies | Seeds Kids Worship,/songs\best-christian-lullabies/,Christian Lullabies For Kids For Church | Seeds Kids Worship,/songs\christian-lullabies-for-kids-for-church/,0.5862,0.6362
Best Kids Devotional Songs | Seeds Kids Worship,/songs\best-kids-devotional-songs/,Kids Devotional Songs For Worship | Seeds Kids Worship,/songs\kids-devotional-songs-for-worship/,0.3959,0.4459
Best Kids Devotional Songs | Seeds Kids Worship,/songs\best-kids-devotional-songs/,Kids Devotional Songs For Children | Seeds Kids Worship,/songs\kids-devotional-songs-for-children/,0.3831,0.4331
Best Kids Devotional Songs | Seeds Kids Worship,/songs\best-kids-devotional-songs/,Kids Devotional Songs For Kids | Seeds Kids Worship,/songs\kids-devotional-songs-for-kids/,0.358,0.408
Best Kids Devotional Songs | Seeds Kids Worship,/songs\best-kids-devotional-songs/,Worship Kids Devotional Songs | Seeds Kids Worship,/songs\worship-kids-devotional-songs/,0.3537,0.4037
Best Kids Devotional Songs | Seeds Kids Worship,/songs\best-kids-devotional-songs/,Kids Devotional Songs Videos | Seeds Kids Worship,/songs\kids-devotional-songs-videos/,0.3505,0.4005
Best Kids Worship Songs | Seeds Kids Worship,/songs\best-kids-worship-songs/,Best Kids Devotional Songs | Seeds Kids Worship,/songs\best-kids-devotional-songs/,0.3404,0.3904
Best Kids Worship Songs | Seeds Kids Worship,/songs\best-kids-worship-songs/,Best Sunday School Worship Songs | Seeds Kids Worship,/songs\best-sunday-school-worship-songs/,0.2515,0.3015
Best Kids Worship Songs | Seeds Kids Worship,/songs\best-kids-worship-songs/,Best Christian Kids Playlist | Seeds Kids Worship,/songs\best-christian-kids-playlist/,0.2472,0.2972
Best Kids Worship Songs | Seeds Kids Worship,/songs\best-kids-worship-songs/,Kids Spiritual Songs For Children | Seeds Kids Worship,/songs\kids-spiritual-songs-for-children/,0.2457,0.2957
Best Kids Worship Songs | Seeds Kids Worship,/songs\best-kids-worship-songs/,What Is The Best Song Ever For Kids? | Seeds Kids Worship,/songs\what-is-the-best-song-ever-for-kids/,0.2252,0.2752
Best Preschool Christian Songs | Seeds Kids Worship,/songs\best-preschool-christian-songs/,Fun Preschool Christian Songs | Seeds Kids Worship,/songs\fun-preschool-christian-songs/,0.3537,0.4037
Best Preschool Christian Songs | Seeds Kids Worship,/songs\best-preschool-christian-songs/,Simple Preschool Christian Songs | Seeds Kids Worship,/songs\simple-preschool-christian-songs/,0.3396,0.3896
Best Preschool Christian Songs | Seeds Kids Worship,/songs\best-preschool-christian-songs/,Preschool Christian Songs For Babies | Seeds Kids Worship,/songs\preschool-christian-songs-for-babies/,0.3319,0.3819
Best Preschool Christian Songs | Seeds Kids Worship,/songs\best-preschool-christian-songs/,Children'S Church Songs For Preschoolers | Seeds Kids Worship,/songs\children-s-church-songs-for-preschoolers/,0.3283,0.3783
Best Preschool Christian Songs | Seeds Kids Worship,/songs\best-preschool-christian-songs/,Christian Kids Playlist For Preschoolers | Seeds Kids Worship,/songs\christian-kids-playlist-for-preschoolers/,0.3233,0.3733
Best Sunday School Worship Songs | Seeds Kids Worship,/songs\best-sunday-school-worship-songs/,Sunday School Worship Songs Cd | Seeds Kids Worship,/songs\sunday-school-worship-songs-cd/,0.4575,0.5075
Best Sunday School Worship Songs | Seeds Kids Worship,/songs\best-sunday-school-worship-songs/,Sunday School Worship Songs For Sunday School | Seeds Kids Worship,/songs\sunday-school-worship-songs-for-sunday-school/,0.4248,0.4748
Best Sunday School Worship Songs | Seeds Kids Worship,/songs\best-sunday-school-worship-songs/,Sunday School Worship Songs Youtube | Seeds Kids Worship,/songs\sunday-school-worship-songs-youtube/,0.4141,0.4641
Best Sunday School Worship Songs | Seeds Kids Worship,/songs\best-sunday-school-worship-songs/,Sunday School Worship Songs With Lyrics | Seeds Kids Worship,/songs\sunday-school-worship-songs-with-lyrics/,0.387,0.437
Best Sunday School Worship Songs | Seeds Kids Worship,/songs\best-sunday-school-worship-songs/,Sunday School Worship Songs Videos | Seeds Kids Worship,/songs\sunday-school-worship-songs-videos/,0.3783,0.4283
Bible Memory Verse Songs For Kids | Seeds Kids Worship,/songs\bible-memory-verse-songs-for-kids/,Memory Verse Songs | Seeds Kids Worship,/songs\memory-verse-songs/,0.5145,0.5645
Bible Memory Verse Songs For Kids | Seeds Kids Worship,/songs\bible-memory-verse-songs-for-kids/,Kids Memory Verse Songs Youtube | Seeds Kids Worship,/songs\kids-memory-verse-songs-youtube/,0.4627,0.5127
Bible Memory Verse Songs For Kids | Seeds Kids Worship,/songs\bible-memory-verse-songs-for-kids/,Kids Memory Verse Songs For Kids | Seeds Kids Worship,/songs\kids-memory-verse-songs-for-kids/,0.4536,0.5036
Bible Memory Verse Songs For Kids | Seeds Kids Worship,/songs\bible-memory-verse-songs-for-kids/,Kids Memory Verse Songs For Preschoolers | Seeds Kids Worship,/songs\kids-memory-verse-songs-for-preschoolers/,0.4469,0.4969
